ADDR,DATA
0x3C8,0x51
0x3C9,0x4E
0x3CA,0x4B
0x3CB,0x49
0x3CC,0x48
0x3CD,0x4A
0x3CE,0x4C
0x3CF,0x4F
0x3D0,0x52
0x3D1,0x55
0x3D2,0x56
0x3D3,0x58
0x3D4,0x5A
0x3D5,0x5D
0x3D6,0x62
0x3D7,0x6A
0x3D8,0x72
0x3D9,0x7B
0x3DA,0x84
0x3DB,0x8B
0x3DC,0x92
0x3DD,0x97
0x3DE,0x9B
0x3DF,0x9E
0x3E0,0xA0
0x3E1,0xA0
0x3E2,0x9F
0x3E3,0x9B
0x3E4,0x95
0x3E5,0x8D
0x3E6,0x84
0x3E7,0x7B
0x3E8,0x72
0x3E9,0x6B
0x3EA,0x64
0x3EB,0x5F
0x3EC,0x5C
0x3ED,0x5A
0x3EE,0x5B
0x3EF,0x5D
0x3F0,0x61
0x3F1,0x67
0x3F2,0x6D
0x3F3,0x74
0x3F4,0x7A
0x3F5,0x7F
0x3F6,0x81
0x3F7,0x82
0x3F8,0x81
0x3F9,0x7F
0x3FA,0x7C
0x3FB,0x7A
0x3FC,0x7A
0x3FD,0x7A
0x3FE,0x7C
0x3FF,0x80
0x400,0xA1
0x401,0xA3
0x402,0xA2
0x403,0x9E
0x404,0x97
0x405,0x8F
0x406,0x86
0x407,0x7D
0x408,0x74
0x409,0x6C
0x40A,0x67
0x40B,0x64
0x40C,0x64
0x40D,0x65
0x40E,0x68
0x40F,0x6A
0x410,0x6C
0x411,0x6D
0x412,0x6D
0x413,0x6D
0x414,0x6C
0x415,0x6D
0x416,0x6E
0x417,0x71
0x418,0x74
0x419,0x78
0x41A,0x7B
0x41B,0x7E
0x41C,0x7E
0x41D,0x7E
0x41E,0x7C
0x41F,0x7A
0x420,0x79
0x421,0x78
0x422,0x78
0x423,0x7A
0x424,0x7C
0x425,0x7E
0x426,0x81
0x427,0x84
0x428,0x88
0x429,0x8A
0x42A,0x8D
0x42B,0x90
0x42C,0x91
0x42D,0x92
0x42E,0x93
0x42F,0x93
0x430,0x94
0x431,0x96
0x432,0x99
0x433,0x9E
0x434,0xA3
0x435,0xA7
0x436,0xAA
0x437,0xAA
0x438,0xA8
0x439,0xA5
0x43A,0xA1
0x43B,0x9D
0x43C,0x99
0x43D,0x96
0x43E,0x94
0x43F,0x91
0x440,0x8E
0x441,0x89
0x442,0x84
0x443,0x7F
0x444,0x7B
0x445,0x78
0x446,0x76
0x447,0x77
0x448,0x79
0x449,0x7D
0x44A,0x82
0x44B,0x87
0x44C,0x8D
0x44D,0x92
0x44E,0x96
0x44F,0x99
0x450,0x9B
0x451,0x9C
0x452,0x9C
0x453,0x9B
0x454,0x98
0x455,0x95
0x456,0x91
0x457,0x8E
0x458,0x8B
0x459,0x8A
0x45A,0x89
0x45B,0x89
0x45C,0x88
0x45D,0x87
0x45E,0x85
0x45F,0x83
0x460,0x82
0x461,0x83
0x462,0x85
0x463,0x88
0x464,0x8C
0x465,0x8F
0x466,0x91
0x467,0x93
0x468,0x93
0x469,0x93
0x46A,0x92
0x46B,0x92
0x46C,0x93
0x46D,0x93
0x46E,0x94
0x46F,0x93
0x470,0x93
0x471,0x92
0x472,0x91
0x473,0x90
0x474,0x8E
0x475,0x8D
0x476,0x8C
0x477,0x8B
0x478,0x8B
0x479,0x8B
0x47A,0x8C
0x47B,0x8E
0x47C,0x90
0x47D,0x93
0x47E,0x96
0x47F,0x97
0x480,0x98
0x481,0x98
0x482,0x97
0x483,0x96
0x484,0x95
0x485,0x94
0x486,0x94
0x487,0x95
0x488,0x97
0x489,0x99
0x48A,0x9A
0x48B,0x9B
0x48C,0x9B
0x48D,0x9A
0x48E,0x98
0x48F,0x96
0x490,0x92
0x491,0x8F
0x492,0x8C
0x493,0x88
0x494,0x83
0x495,0x7E
0x496,0x79
0x497,0x74
0x498,0x6E
0x499,0x69
0x49A,0x64
0x49B,0x5E
0x49C,0x59
0x49D,0x54
0x49E,0x4F
0x49F,0x4C
0x4A0,0x4A
0x4A1,0x49
0x4A2,0x48
0x4A3,0x46
0x4A4,0x42
0x4A5,0x3E
0x4A6,0x3A
0x4A7,0x37
0x4A8,0x35
0x4A9,0x36
0x4AA,0x38
0x4AB,0x3D
0x4AC,0x42
0x4AD,0x48
0x4AE,0x4E
0x4AF,0x53
0x4B0,0x58
0x4B1,0x5E
0x4B2,0x63
0x4B3,0x68
0x4B4,0x6D
0x4B5,0x71
0x4B6,0x75
0x4B7,0x78
0x4B8,0x7B
0x4B9,0x7D
0x4BA,0x80
0x4BB,0x82
0x4BC,0x85
0x4BD,0x89
0x4BE,0x8D
0x4BF,0x91
0x4C0,0x94
0x4C1,0x96
0x4C2,0x96
0x4C3,0x97
0x4C4,0x97
0x4C5,0x98
0x4C6,0x9A
0x4C7,0x9D
0x4C8,0x9F
0x4C9,0xA0
0x4CA,0xA0
0x4CB,0x9F
0x4CC,0x9C
0x4CD,0x98
0x4CE,0x95
0x4CF,0x92
0x4D0,0x90
0x4D1,0x8F
0x4D2,0x8E
0x4D3,0x8D
0x4D4,0x8C
0x4D5,0x8B
0x4D6,0x8B
0x4D7,0x8C
0x4D8,0x90
0x4D9,0x94
0x4DA,0x99
0x4DB,0x9D
0x4DC,0xA1
0x4DD,0xA4
0x4DE,0xA5
0x4DF,0xA4
0x4E0,0xA2
0x4E1,0x9F
